check_id,run_date,source_system,table_name,check_type,records_checked,failed_records,failure_rate_pct,severity,status
CHK0302,2026-03-03,Sigma workbook,requirement_log,threshold_breach,29349,191,0.65,Low,watch
CHK0303,2026-03-04,Notebook,fact_daily_metric,referential_integrity,13995,412,2.94,High,pass
CHK0304,2026-03-05,Data warehouse,stg_extract,null_rate,225915,3597,1.59,Medium,waived
CHK0305,2026-03-06,Support notes,dim_entity,freshness,209262,5555,2.65,High,fail
CHK0306,2026-03-07,ERP,stg_extract,freshness,118851,2936,2.47,Medium,fail
CHK0307,2026-03-08,CRM,report_output,freshness,90869,1125,1.24,Medium,watch
CHK0308,2026-03-09,Sigma workbook,dim_entity,null_rate,223724,555,0.25,Low,waived
CHK0309,2026-03-10,ERP,stg_extract,definition_drift,89769,1345,1.5,Medium,fail
CHK0310,2026-03-11,Notebook,dim_entity,duplicate_key,49597,2061,4.16,High,watch
CHK0311,2026-03-12,CRM,stg_extract,threshold_breach,212288,4208,1.98,Medium,fail
CHK0312,2026-03-13,CRM,fact_events,duplicate_key,14543,535,3.68,High,pass
CHK0313,2026-03-14,CRM,fact_events,threshold_breach,87467,1701,1.94,Medium,waived
CHK0314,2026-03-15,Sigma workbook,requirement_log,duplicate_key,150877,6273,4.16,High,fail
CHK0315,2026-03-16,Sigma workbook,stg_extract,referential_integrity,122815,795,0.65,Low,pass
CHK0316,2026-03-17,Data warehouse,report_output,definition_drift,186024,1115,0.6,Low,waived
CHK0317,2026-03-18,Notebook,stg_extract,definition_drift,131872,2106,1.6,Medium,waived
CHK0318,2026-03-19,CRM,fact_daily_metric,definition_drift,143131,6177,4.32,High,waived
CHK0319,2026-03-20,Notebook,requirement_log,threshold_breach,228799,4518,1.97,Medium,watch
CHK0320,2026-03-21,Notebook,report_output,freshness,186943,7948,4.25,High,pass
CHK0321,2026-03-22,ERP,fact_events,referential_integrity,233809,6112,2.61,High,fail
CHK0322,2026-03-23,Sigma workbook,requirement_log,null_rate,174641,4195,2.4,Medium,fail
CHK0323,2026-03-24,Support notes,dim_entity,freshness,112251,3396,3.03,High,waived
CHK0324,2026-03-25,Notebook,fact_daily_metric,null_rate,148772,4286,2.88,High,waived
CHK0325,2026-03-26,Sigma workbook,fact_daily_metric,referential_integrity,202758,2201,1.09,Medium,fail
CHK0326,2026-03-27,Notebook,fact_daily_metric,duplicate_key,198771,3613,1.82,Medium,watch
CHK0327,2026-03-28,Support notes,fact_daily_metric,freshness,49670,64,0.13,Low,waived
CHK0328,2026-03-29,Support notes,report_output,threshold_breach,90989,3542,3.89,High,watch
CHK0329,2026-03-30,Sigma workbook,report_output,null_rate,216356,675,0.31,Low,pass
CHK0330,2026-03-31,Sigma workbook,requirement_log,referential_integrity,83752,2042,2.44,Medium,waived
CHK0331,2026-04-01,ERP,dim_entity,definition_drift,34223,596,1.74,Medium,pass
CHK0332,2026-04-02,Support notes,stg_extract,definition_drift,98141,641,0.65,Low,watch
CHK0333,2026-04-03,Notebook,fact_events,freshness,89253,2669,2.99,High,watch
CHK0334,2026-04-04,Notebook,dim_entity,referential_integrity,215826,8901,4.12,High,pass
CHK0335,2026-04-05,Notebook,stg_extract,definition_drift,128465,2849,2.22,Medium,fail
CHK0336,2026-04-06,Sigma workbook,stg_extract,threshold_breach,33459,484,1.45,Medium,pass
CHK0337,2026-04-07,Support notes,fact_daily_metric,referential_integrity,111709,343,0.31,Low,waived
CHK0338,2026-04-08,Support notes,fact_daily_metric,null_rate,203733,778,0.38,Low,watch
CHK0339,2026-04-09,Sigma workbook,requirement_log,duplicate_key,234022,4604,1.97,Medium,fail
CHK0340,2026-04-10,Notebook,fact_daily_metric,threshold_breach,224226,8067,3.6,High,waived
CHK0341,2026-04-11,Data warehouse,stg_extract,definition_drift,109145,3208,2.94,High,fail
CHK0342,2026-04-12,CRM,requirement_log,duplicate_key,229348,6157,2.68,High,watch
CHK0343,2026-04-13,Support notes,requirement_log,definition_drift,235015,4812,2.05,Medium,watch
CHK0344,2026-04-14,Notebook,report_output,referential_integrity,9285,254,2.74,High,fail
CHK0345,2026-04-15,Sigma workbook,report_output,definition_drift,71450,1041,1.46,Medium,waived
CHK0346,2026-04-16,Notebook,dim_entity,threshold_breach,21273,202,0.95,Low,pass
CHK0347,2026-04-17,Notebook,report_output,duplicate_key,36836,50,0.14,Low,waived
CHK0348,2026-04-18,Support notes,fact_daily_metric,freshness,128705,1596,1.24,Medium,pass
CHK0349,2026-04-19,Notebook,requirement_log,definition_drift,199228,272,0.14,Low,fail
CHK0350,2026-04-20,Sigma workbook,stg_extract,definition_drift,235376,9793,4.16,High,waived
CHK0351,2026-04-21,Support notes,dim_entity,duplicate_key,217876,3113,1.43,Medium,fail
CHK0352,2026-04-22,Sigma workbook,stg_extract,threshold_breach,105197,2416,2.3,Medium,waived
CHK0353,2026-04-23,Data warehouse,report_output,duplicate_key,127799,3421,2.68,High,pass
CHK0354,2026-04-24,Sigma workbook,fact_events,referential_integrity,23076,847,3.67,High,waived
CHK0355,2026-04-25,Notebook,report_output,null_rate,184600,7246,3.93,High,fail
CHK0356,2026-04-26,ERP,dim_entity,definition_drift,185278,5866,3.17,High,fail
CHK0357,2026-04-27,ERP,stg_extract,referential_integrity,199355,7625,3.82,High,pass
CHK0358,2026-04-28,Data warehouse,fact_events,definition_drift,116189,3648,3.14,High,waived
CHK0359,2026-04-29,Sigma workbook,report_output,duplicate_key,49174,1545,3.14,High,pass
CHK0360,2026-04-30,Data warehouse,stg_extract,freshness,185782,1987,1.07,Medium,pass
