event_id,event_date,entity_id,source_system,event_type,severity,owner_team,impacted_metric,records_impacted,note
EVT00230,2026-04-20,ENT014,ERP,automation_run,Medium,Product,metric_certification,22329,industrial portfolio margin signal 230
EVT00231,2026-04-21,ENT015,Sigma workbook,qa_failure,Medium,Quality,qa_defect_rate,34849,industrial portfolio margin signal 231
EVT00232,2026-04-22,ENT016,CRM,stakeholder_request,Medium,Quality,launch_readiness,35036,industrial portfolio margin signal 232
EVT00233,2026-04-23,ENT017,Support notes,automation_run,Medium,Product,qa_defect_rate,32614,industrial portfolio margin signal 233
EVT00234,2026-04-24,ENT018,ERP,release_review,Critical,Supply chain,metric_certification,12350,industrial portfolio margin signal 234
EVT00235,2026-04-25,ENT019,Notebook,manual_override,Medium,Operations,backlog_age,42746,industrial portfolio margin signal 235
EVT00236,2026-04-26,ENT020,Sigma workbook,definition_change,Critical,Operations,automation_savings,49122,industrial portfolio margin signal 236
EVT00237,2026-04-27,ENT021,ERP,stakeholder_request,Low,Operations,backlog_age,17094,industrial portfolio margin signal 237
EVT00238,2026-04-28,ENT022,Sigma workbook,qa_failure,Critical,Analytics,metric_certification,6036,industrial portfolio margin signal 238
EVT00239,2026-04-29,ENT023,Sigma workbook,release_review,Critical,Product,gross_margin,35635,industrial portfolio margin signal 239
EVT00240,2026-04-30,ENT024,Notebook,qa_failure,Critical,Sales,backlog_age,16394,industrial portfolio margin signal 240
EVT00241,2026-01-01,ENT001,ERP,release_review,Medium,Operations,metric_certification,35211,industrial portfolio margin signal 241
EVT00242,2026-01-02,ENT002,Support notes,stakeholder_request,Critical,Quality,launch_readiness,11766,industrial portfolio margin signal 242
EVT00243,2026-01-03,ENT003,Support notes,refresh_delay,Critical,Sales,gross_margin,18869,industrial portfolio margin signal 243
EVT00244,2026-01-04,ENT004,Data warehouse,release_review,Critical,Sales,backlog_age,844,industrial portfolio margin signal 244
EVT00245,2026-01-05,ENT005,Sigma workbook,release_review,Low,Operations,gross_margin,8898,industrial portfolio margin signal 245
EVT00246,2026-01-06,ENT006,Data warehouse,refresh_delay,Critical,Quality,automation_savings,473,industrial portfolio margin signal 246
EVT00247,2026-01-07,ENT007,Notebook,definition_change,Low,Product,gross_margin,13710,industrial portfolio margin signal 247
EVT00248,2026-01-08,ENT008,Notebook,definition_change,High,Quality,backlog_age,20730,industrial portfolio margin signal 248
EVT00249,2026-01-09,ENT009,ERP,definition_change,Medium,Quality,metric_certification,46365,industrial portfolio margin signal 249
EVT00250,2026-01-10,ENT010,CRM,automation_run,Critical,Analytics,qa_defect_rate,25606,industrial portfolio margin signal 250
EVT00251,2026-01-11,ENT011,CRM,release_review,Medium,Quality,metric_certification,68,industrial portfolio margin signal 251
EVT00252,2026-01-12,ENT012,Notebook,stakeholder_request,Medium,Product,automation_savings,54263,industrial portfolio margin signal 252
EVT00253,2026-01-13,ENT013,CRM,qa_failure,Medium,Operations,automation_savings,7185,industrial portfolio margin signal 253
EVT00254,2026-01-14,ENT014,Data warehouse,manual_override,High,Sales,gross_margin,21579,industrial portfolio margin signal 254
EVT00255,2026-01-15,ENT015,Support notes,automation_run,Critical,Product,qa_defect_rate,2571,industrial portfolio margin signal 255
EVT00256,2026-01-16,ENT016,Data warehouse,refresh_delay,Critical,Operations,automation_savings,33676,industrial portfolio margin signal 256
EVT00257,2026-01-17,ENT017,Data warehouse,qa_failure,Low,Sales,qa_defect_rate,16372,industrial portfolio margin signal 257
EVT00258,2026-01-18,ENT018,Sigma workbook,refresh_delay,Medium,Sales,gross_margin,24448,industrial portfolio margin signal 258
EVT00259,2026-01-19,ENT019,CRM,stakeholder_request,Medium,Sales,gross_margin,10066,industrial portfolio margin signal 259
EVT00260,2026-01-20,ENT020,ERP,stakeholder_request,Medium,Sales,launch_readiness,13597,industrial portfolio margin signal 260
EVT00261,2026-01-21,ENT021,Data warehouse,definition_change,Medium,Supply chain,qa_defect_rate,6222,industrial portfolio margin signal 261
EVT00262,2026-01-22,ENT022,Notebook,release_review,High,Sales,metric_certification,9096,industrial portfolio margin signal 262
EVT00263,2026-01-23,ENT023,Notebook,manual_override,Low,Product,gross_margin,38441,industrial portfolio margin signal 263
EVT00264,2026-01-24,ENT024,Data warehouse,release_review,Medium,Sales,automation_savings,17927,industrial portfolio margin signal 264
EVT00265,2026-01-25,ENT001,Sigma workbook,refresh_delay,Medium,Quality,backlog_age,21231,industrial portfolio margin signal 265
EVT00266,2026-01-26,ENT002,Support notes,release_review,Low,Analytics,qa_defect_rate,24686,industrial portfolio margin signal 266
EVT00267,2026-01-27,ENT003,Support notes,automation_run,Critical,Supply chain,metric_certification,26893,industrial portfolio margin signal 267
EVT00268,2026-01-28,ENT004,Support notes,stakeholder_request,Critical,Supply chain,automation_savings,61024,industrial portfolio margin signal 268
EVT00269,2026-01-29,ENT005,Support notes,stakeholder_request,Critical,Analytics,qa_defect_rate,46572,industrial portfolio margin signal 269
EVT00270,2026-01-30,ENT006,Notebook,automation_run,Critical,Product,qa_defect_rate,8617,industrial portfolio margin signal 270
EVT00271,2026-01-31,ENT007,Data warehouse,qa_failure,Low,Operations,qa_defect_rate,1454,industrial portfolio margin signal 271
EVT00272,2026-02-01,ENT008,Notebook,automation_run,Medium,Sales,metric_certification,33316,industrial portfolio margin signal 272
EVT00273,2026-02-02,ENT009,CRM,refresh_delay,Low,Sales,gross_margin,41863,industrial portfolio margin signal 273
EVT00274,2026-02-03,ENT010,ERP,release_review,Medium,Product,qa_defect_rate,22680,industrial portfolio margin signal 274
EVT00275,2026-02-04,ENT011,ERP,refresh_delay,High,Operations,qa_defect_rate,9997,industrial portfolio margin signal 275
EVT00276,2026-02-05,ENT012,Data warehouse,qa_failure,High,Operations,qa_defect_rate,9114,industrial portfolio margin signal 276
EVT00277,2026-02-06,ENT013,Support notes,stakeholder_request,Medium,Operations,backlog_age,56287,industrial portfolio margin signal 277
EVT00278,2026-02-07,ENT014,ERP,automation_run,High,Sales,gross_margin,43770,industrial portfolio margin signal 278
EVT00279,2026-02-08,ENT015,ERP,stakeholder_request,Medium,Product,metric_certification,14621,industrial portfolio margin signal 279
EVT00280,2026-02-09,ENT016,Data warehouse,stakeholder_request,Critical,Supply chain,launch_readiness,47016,industrial portfolio margin signal 280
EVT00281,2026-02-10,ENT017,Notebook,manual_override,Critical,Operations,automation_savings,53194,industrial portfolio margin signal 281
EVT00282,2026-02-11,ENT018,ERP,stakeholder_request,Low,Product,qa_defect_rate,52858,industrial portfolio margin signal 282
EVT00283,2026-02-12,ENT019,ERP,automation_run,High,Analytics,backlog_age,51312,industrial portfolio margin signal 283
EVT00284,2026-02-13,ENT020,Support notes,refresh_delay,Critical,Analytics,metric_certification,40651,industrial portfolio margin signal 284
EVT00285,2026-02-14,ENT021,Data warehouse,manual_override,High,Quality,qa_defect_rate,1975,industrial portfolio margin signal 285
EVT00286,2026-02-15,ENT022,Sigma workbook,definition_change,Critical,Product,automation_savings,50360,industrial portfolio margin signal 286
EVT00287,2026-02-16,ENT023,Notebook,automation_run,Low,Operations,backlog_age,37118,industrial portfolio margin signal 287
EVT00288,2026-02-17,ENT024,Sigma workbook,release_review,Medium,Product,backlog_age,53616,industrial portfolio margin signal 288
EVT00289,2026-02-18,ENT001,Sigma workbook,manual_override,High,Sales,qa_defect_rate,51276,industrial portfolio margin signal 289
EVT00290,2026-02-19,ENT002,Sigma workbook,release_review,Medium,Sales,qa_defect_rate,59894,industrial portfolio margin signal 290
EVT00291,2026-02-20,ENT003,CRM,refresh_delay,Low,Analytics,metric_certification,30517,industrial portfolio margin signal 291
EVT00292,2026-02-21,ENT004,Support notes,release_review,High,Product,backlog_age,23036,industrial portfolio margin signal 292
EVT00293,2026-02-22,ENT005,Support notes,refresh_delay,Medium,Analytics,backlog_age,39857,industrial portfolio margin signal 293
EVT00294,2026-02-23,ENT006,Sigma workbook,automation_run,High,Analytics,launch_readiness,58430,industrial portfolio margin signal 294
EVT00295,2026-02-24,ENT007,CRM,stakeholder_request,Low,Quality,automation_savings,15352,industrial portfolio margin signal 295
EVT00296,2026-02-25,ENT008,Sigma workbook,automation_run,Medium,Sales,launch_readiness,9276,industrial portfolio margin signal 296
EVT00297,2026-02-26,ENT009,Data warehouse,automation_run,Medium,Sales,metric_certification,18418,industrial portfolio margin signal 297
EVT00298,2026-02-27,ENT010,CRM,automation_run,Medium,Sales,gross_margin,18785,industrial portfolio margin signal 298
EVT00299,2026-02-28,ENT011,Notebook,refresh_delay,High,Sales,gross_margin,14006,industrial portfolio margin signal 299
EVT00300,2026-03-01,ENT012,ERP,refresh_delay,High,Analytics,backlog_age,215,industrial portfolio margin signal 300
EVT00301,2026-03-02,ENT013,Data warehouse,stakeholder_request,Critical,Product,metric_certification,47087,industrial portfolio margin signal 301
EVT00302,2026-03-03,ENT014,CRM,stakeholder_request,Low,Product,qa_defect_rate,2456,industrial portfolio margin signal 302
EVT00303,2026-03-04,ENT015,ERP,definition_change,High,Supply chain,metric_certification,34023,industrial portfolio margin signal 303
EVT00304,2026-03-05,ENT016,Support notes,stakeholder_request,Low,Operations,qa_defect_rate,13772,industrial portfolio margin signal 304
EVT00305,2026-03-06,ENT017,Support notes,refresh_delay,High,Quality,gross_margin,12283,industrial portfolio margin signal 305
EVT00306,2026-03-07,ENT018,ERP,refresh_delay,Medium,Sales,metric_certification,54923,industrial portfolio margin signal 306
EVT00307,2026-03-08,ENT019,Support notes,refresh_delay,Low,Analytics,metric_certification,34096,industrial portfolio margin signal 307
EVT00308,2026-03-09,ENT020,CRM,release_review,Critical,Quality,gross_margin,2881,industrial portfolio margin signal 308
EVT00309,2026-03-10,ENT021,Notebook,automation_run,Low,Sales,qa_defect_rate,20714,industrial portfolio margin signal 309
EVT00310,2026-03-11,ENT022,Data warehouse,release_review,Low,Product,gross_margin,27348,industrial portfolio margin signal 310
EVT00311,2026-03-12,ENT023,CRM,automation_run,Critical,Analytics,metric_certification,33365,industrial portfolio margin signal 311
EVT00312,2026-03-13,ENT024,Data warehouse,manual_override,Critical,Sales,qa_defect_rate,58730,industrial portfolio margin signal 312
EVT00313,2026-03-14,ENT001,ERP,stakeholder_request,High,Analytics,metric_certification,7072,industrial portfolio margin signal 313
EVT00314,2026-03-15,ENT002,Sigma workbook,automation_run,Critical,Supply chain,backlog_age,6404,industrial portfolio margin signal 314
EVT00315,2026-03-16,ENT003,Support notes,automation_run,Medium,Product,gross_margin,54169,industrial portfolio margin signal 315
EVT00316,2026-03-17,ENT004,Sigma workbook,manual_override,Medium,Operations,automation_savings,44597,industrial portfolio margin signal 316
EVT00317,2026-03-18,ENT005,Data warehouse,release_review,High,Product,metric_certification,42819,industrial portfolio margin signal 317
EVT00318,2026-03-19,ENT006,CRM,manual_override,High,Product,launch_readiness,50759,industrial portfolio margin signal 318
EVT00319,2026-03-20,ENT007,Notebook,definition_change,Critical,Supply chain,launch_readiness,22181,industrial portfolio margin signal 319
EVT00320,2026-03-21,ENT008,Notebook,automation_run,Low,Sales,metric_certification,23746,industrial portfolio margin signal 320
EVT00321,2026-03-22,ENT009,Sigma workbook,definition_change,Low,Operations,automation_savings,44590,industrial portfolio margin signal 321
EVT00322,2026-03-23,ENT010,CRM,definition_change,Critical,Sales,launch_readiness,39897,industrial portfolio margin signal 322
EVT00323,2026-03-24,ENT011,ERP,manual_override,High,Quality,automation_savings,57764,industrial portfolio margin signal 323
EVT00324,2026-03-25,ENT012,CRM,manual_override,Low,Operations,automation_savings,55949,industrial portfolio margin signal 324
EVT00325,2026-03-26,ENT013,ERP,release_review,Critical,Supply chain,gross_margin,59735,industrial portfolio margin signal 325
EVT00326,2026-03-27,ENT014,ERP,refresh_delay,High,Quality,launch_readiness,7104,industrial portfolio margin signal 326
EVT00327,2026-03-28,ENT015,CRM,automation_run,Medium,Analytics,automation_savings,42990,industrial portfolio margin signal 327
EVT00328,2026-03-29,ENT016,CRM,stakeholder_request,Critical,Operations,backlog_age,44366,industrial portfolio margin signal 328
EVT00329,2026-03-30,ENT017,Sigma workbook,qa_failure,Critical,Product,gross_margin,13460,industrial portfolio margin signal 329
EVT00330,2026-03-31,ENT018,CRM,manual_override,Low,Supply chain,metric_certification,27026,industrial portfolio margin signal 330
EVT00331,2026-04-01,ENT019,Data warehouse,qa_failure,Critical,Quality,metric_certification,13709,industrial portfolio margin signal 331
EVT00332,2026-04-02,ENT020,Notebook,qa_failure,Critical,Quality,launch_readiness,4626,industrial portfolio margin signal 332
EVT00333,2026-04-03,ENT021,ERP,definition_change,High,Sales,launch_readiness,33104,industrial portfolio margin signal 333
EVT00334,2026-04-04,ENT022,Sigma workbook,refresh_delay,High,Quality,qa_defect_rate,29615,industrial portfolio margin signal 334
EVT00335,2026-04-05,ENT023,CRM,stakeholder_request,Critical,Quality,launch_readiness,13205,industrial portfolio margin signal 335
EVT00336,2026-04-06,ENT024,CRM,refresh_delay,Low,Analytics,automation_savings,12415,industrial portfolio margin signal 336
EVT00337,2026-04-07,ENT001,ERP,manual_override,Critical,Product,metric_certification,48087,industrial portfolio margin signal 337
EVT00338,2026-04-08,ENT002,CRM,stakeholder_request,Critical,Sales,metric_certification,36293,industrial portfolio margin signal 338
EVT00339,2026-04-09,ENT003,Notebook,definition_change,Critical,Supply chain,gross_margin,27193,industrial portfolio margin signal 339
EVT00340,2026-04-10,ENT004,Support notes,stakeholder_request,Medium,Quality,metric_certification,15493,industrial portfolio margin signal 340
EVT00341,2026-04-11,ENT005,Data warehouse,release_review,Critical,Sales,automation_savings,28970,industrial portfolio margin signal 341
EVT00342,2026-04-12,ENT006,Data warehouse,refresh_delay,High,Operations,gross_margin,12640,industrial portfolio margin signal 342
EVT00343,2026-04-13,ENT007,Notebook,stakeholder_request,Medium,Product,metric_certification,159,industrial portfolio margin signal 343
EVT00344,2026-04-14,ENT008,Sigma workbook,release_review,High,Supply chain,gross_margin,5941,industrial portfolio margin signal 344
EVT00345,2026-04-15,ENT009,Data warehouse,stakeholder_request,Medium,Quality,gross_margin,59969,industrial portfolio margin signal 345
EVT00346,2026-04-16,ENT010,ERP,release_review,Low,Operations,qa_defect_rate,19333,industrial portfolio margin signal 346
EVT00347,2026-04-17,ENT011,Sigma workbook,automation_run,Low,Sales,metric_certification,56997,industrial portfolio margin signal 347
EVT00348,2026-04-18,ENT012,ERP,qa_failure,Critical,Operations,backlog_age,56841,industrial portfolio margin signal 348
EVT00349,2026-04-19,ENT013,Notebook,manual_override,High,Operations,gross_margin,58968,industrial portfolio margin signal 349
EVT00350,2026-04-20,ENT014,Notebook,qa_failure,Critical,Quality,automation_savings,41599,industrial portfolio margin signal 350
EVT00351,2026-04-21,ENT015,CRM,refresh_delay,Medium,Quality,metric_certification,309,industrial portfolio margin signal 351
EVT00352,2026-04-22,ENT016,ERP,automation_run,Critical,Sales,metric_certification,37451,industrial portfolio margin signal 352
EVT00353,2026-04-23,ENT017,Notebook,definition_change,High,Sales,metric_certification,12717,industrial portfolio margin signal 353
EVT00354,2026-04-24,ENT018,Notebook,refresh_delay,High,Operations,gross_margin,54938,industrial portfolio margin signal 354
EVT00355,2026-04-25,ENT019,CRM,qa_failure,Low,Supply chain,automation_savings,4592,industrial portfolio margin signal 355
EVT00356,2026-04-26,ENT020,CRM,manual_override,High,Supply chain,gross_margin,60469,industrial portfolio margin signal 356
EVT00357,2026-04-27,ENT021,Sigma workbook,manual_override,High,Operations,launch_readiness,45461,industrial portfolio margin signal 357
EVT00358,2026-04-28,ENT022,Support notes,release_review,Low,Supply chain,qa_defect_rate,17257,industrial portfolio margin signal 358
EVT00359,2026-04-29,ENT023,Data warehouse,refresh_delay,Medium,Product,qa_defect_rate,28330,industrial portfolio margin signal 359
EVT00360,2026-04-30,ENT024,Data warehouse,manual_override,High,Supply chain,automation_savings,50027,industrial portfolio margin signal 360
EVT00361,2026-01-01,ENT001,CRM,manual_override,Critical,Operations,gross_margin,11141,industrial portfolio margin signal 361
EVT00362,2026-01-02,ENT002,Data warehouse,manual_override,High,Supply chain,backlog_age,35308,industrial portfolio margin signal 362
EVT00363,2026-01-03,ENT003,Notebook,release_review,Low,Analytics,qa_defect_rate,51119,industrial portfolio margin signal 363
EVT00364,2026-01-04,ENT004,Data warehouse,stakeholder_request,High,Quality,gross_margin,41756,industrial portfolio margin signal 364
EVT00365,2026-01-05,ENT005,CRM,stakeholder_request,Low,Supply chain,metric_certification,34583,industrial portfolio margin signal 365
EVT00366,2026-01-06,ENT006,Sigma workbook,stakeholder_request,Medium,Sales,qa_defect_rate,23701,industrial portfolio margin signal 366
EVT00367,2026-01-07,ENT007,ERP,manual_override,Critical,Quality,backlog_age,20282,industrial portfolio margin signal 367
EVT00368,2026-01-08,ENT008,Notebook,qa_failure,Low,Operations,backlog_age,37414,industrial portfolio margin signal 368
EVT00369,2026-01-09,ENT009,Support notes,release_review,Critical,Sales,qa_defect_rate,18486,industrial portfolio margin signal 369
EVT00370,2026-01-10,ENT010,ERP,manual_override,Medium,Operations,qa_defect_rate,34030,industrial portfolio margin signal 370
EVT00371,2026-01-11,ENT011,Support notes,automation_run,High,Sales,metric_certification,2785,industrial portfolio margin signal 371
EVT00372,2026-01-12,ENT012,Notebook,release_review,Critical,Operations,backlog_age,33815,industrial portfolio margin signal 372
EVT00373,2026-01-13,ENT013,Support notes,manual_override,High,Sales,metric_certification,37421,industrial portfolio margin signal 373
EVT00374,2026-01-14,ENT014,Data warehouse,automation_run,Critical,Supply chain,launch_readiness,14593,industrial portfolio margin signal 374
EVT00375,2026-01-15,ENT015,ERP,qa_failure,Medium,Operations,qa_defect_rate,46639,industrial portfolio margin signal 375
EVT00376,2026-01-16,ENT016,CRM,automation_run,High,Product,metric_certification,40138,industrial portfolio margin signal 376
EVT00377,2026-01-17,ENT017,Sigma workbook,refresh_delay,High,Supply chain,automation_savings,7501,industrial portfolio margin signal 377
EVT00378,2026-01-18,ENT018,Data warehouse,automation_run,Low,Quality,automation_savings,54304,industrial portfolio margin signal 378
EVT00379,2026-01-19,ENT019,Sigma workbook,release_review,Medium,Quality,launch_readiness,61673,industrial portfolio margin signal 379
EVT00380,2026-01-20,ENT020,Sigma workbook,refresh_delay,Medium,Supply chain,qa_defect_rate,21643,industrial portfolio margin signal 380
EVT00381,2026-01-21,ENT021,CRM,definition_change,Low,Product,gross_margin,57139,industrial portfolio margin signal 381
EVT00382,2026-01-22,ENT022,CRM,manual_override,High,Analytics,gross_margin,57196,industrial portfolio margin signal 382
EVT00383,2026-01-23,ENT023,ERP,qa_failure,Critical,Operations,gross_margin,29540,industrial portfolio margin signal 383
EVT00384,2026-01-24,ENT024,Sigma workbook,refresh_delay,High,Supply chain,qa_defect_rate,17686,industrial portfolio margin signal 384
EVT00385,2026-01-25,ENT001,CRM,qa_failure,Medium,Supply chain,metric_certification,49527,industrial portfolio margin signal 385
EVT00386,2026-01-26,ENT002,Support notes,qa_failure,Critical,Supply chain,gross_margin,25067,industrial portfolio margin signal 386
EVT00387,2026-01-27,ENT003,ERP,refresh_delay,Medium,Operations,metric_certification,47183,industrial portfolio margin signal 387
EVT00388,2026-01-28,ENT004,Sigma workbook,stakeholder_request,Medium,Quality,backlog_age,222,industrial portfolio margin signal 388
EVT00389,2026-01-29,ENT005,CRM,stakeholder_request,Medium,Supply chain,launch_readiness,54108,industrial portfolio margin signal 389
EVT00390,2026-01-30,ENT006,ERP,definition_change,High,Product,backlog_age,18622,industrial portfolio margin signal 390
EVT00391,2026-01-31,ENT007,CRM,manual_override,Low,Quality,automation_savings,17796,industrial portfolio margin signal 391
EVT00392,2026-02-01,ENT008,Data warehouse,refresh_delay,Low,Analytics,qa_defect_rate,30556,industrial portfolio margin signal 392
EVT00393,2026-02-02,ENT009,Sigma workbook,manual_override,Critical,Sales,qa_defect_rate,31734,industrial portfolio margin signal 393
EVT00394,2026-02-03,ENT010,Data warehouse,release_review,High,Supply chain,automation_savings,45023,industrial portfolio margin signal 394
EVT00395,2026-02-04,ENT011,CRM,stakeholder_request,Low,Operations,launch_readiness,42896,industrial portfolio margin signal 395
EVT00396,2026-02-05,ENT012,Data warehouse,refresh_delay,Low,Product,metric_certification,32624,industrial portfolio margin signal 396
EVT00397,2026-02-06,ENT013,CRM,qa_failure,High,Analytics,launch_readiness,34999,industrial portfolio margin signal 397
EVT00398,2026-02-07,ENT014,CRM,stakeholder_request,Low,Product,automation_savings,57766,industrial portfolio margin signal 398
EVT00399,2026-02-08,ENT015,Notebook,definition_change,Medium,Sales,metric_certification,28078,industrial portfolio margin signal 399
EVT00400,2026-02-09,ENT016,Notebook,stakeholder_request,High,Analytics,qa_defect_rate,50460,industrial portfolio margin signal 400
EVT00401,2026-02-10,ENT017,ERP,stakeholder_request,Medium,Operations,gross_margin,56085,industrial portfolio margin signal 401
EVT00402,2026-02-11,ENT018,Notebook,stakeholder_request,Critical,Quality,backlog_age,6918,industrial portfolio margin signal 402
EVT00403,2026-02-12,ENT019,Sigma workbook,definition_change,Low,Product,qa_defect_rate,51837,industrial portfolio margin signal 403
EVT00404,2026-02-13,ENT020,Data warehouse,stakeholder_request,High,Quality,backlog_age,60209,industrial portfolio margin signal 404
EVT00405,2026-02-14,ENT021,ERP,stakeholder_request,Low,Supply chain,backlog_age,17924,industrial portfolio margin signal 405
EVT00406,2026-02-15,ENT022,CRM,manual_override,Critical,Quality,launch_readiness,1677,industrial portfolio margin signal 406
EVT00407,2026-02-16,ENT023,Data warehouse,refresh_delay,High,Analytics,launch_readiness,10062,industrial portfolio margin signal 407
EVT00408,2026-02-17,ENT024,Notebook,release_review,Low,Operations,qa_defect_rate,18427,industrial portfolio margin signal 408
EVT00409,2026-02-18,ENT001,Sigma workbook,manual_override,Low,Product,gross_margin,32629,industrial portfolio margin signal 409
EVT00410,2026-02-19,ENT002,CRM,release_review,Low,Sales,launch_readiness,27491,industrial portfolio margin signal 410
EVT00411,2026-02-20,ENT003,Support notes,stakeholder_request,Medium,Sales,backlog_age,23590,industrial portfolio margin signal 411
EVT00412,2026-02-21,ENT004,ERP,refresh_delay,Medium,Supply chain,qa_defect_rate,22704,industrial portfolio margin signal 412
EVT00413,2026-02-22,ENT005,Support notes,refresh_delay,High,Quality,backlog_age,59544,industrial portfolio margin signal 413
EVT00414,2026-02-23,ENT006,Notebook,manual_override,Critical,Analytics,backlog_age,23409,industrial portfolio margin signal 414
EVT00415,2026-02-24,ENT007,ERP,qa_failure,Medium,Operations,qa_defect_rate,59462,industrial portfolio margin signal 415
EVT00416,2026-02-25,ENT008,ERP,qa_failure,Critical,Quality,automation_savings,26850,industrial portfolio margin signal 416
EVT00417,2026-02-26,ENT009,Support notes,qa_failure,Critical,Quality,launch_readiness,16484,industrial portfolio margin signal 417
EVT00418,2026-02-27,ENT010,Sigma workbook,qa_failure,Critical,Operations,automation_savings,9777,industrial portfolio margin signal 418
EVT00419,2026-02-28,ENT011,ERP,qa_failure,Medium,Quality,gross_margin,5361,industrial portfolio margin signal 419
EVT00420,2026-03-01,ENT012,Notebook,release_review,High,Supply chain,backlog_age,40252,industrial portfolio margin signal 420
EVT00421,2026-03-02,ENT013,CRM,manual_override,Critical,Operations,qa_defect_rate,34291,industrial portfolio margin signal 421
EVT00422,2026-03-03,ENT014,Support notes,stakeholder_request,Low,Product,qa_defect_rate,18401,industrial portfolio margin signal 422
EVT00423,2026-03-04,ENT015,ERP,manual_override,Low,Operations,metric_certification,11325,industrial portfolio margin signal 423
EVT00424,2026-03-05,ENT016,Sigma workbook,release_review,Medium,Sales,automation_savings,5742,industrial portfolio margin signal 424
EVT00425,2026-03-06,ENT017,Data warehouse,stakeholder_request,Medium,Sales,launch_readiness,49033,industrial portfolio margin signal 425
EVT00426,2026-03-07,ENT018,CRM,manual_override,Low,Supply chain,qa_defect_rate,11082,industrial portfolio margin signal 426
EVT00427,2026-03-08,ENT019,ERP,qa_failure,Low,Sales,gross_margin,45145,industrial portfolio margin signal 427
EVT00428,2026-03-09,ENT020,Notebook,manual_override,Medium,Quality,automation_savings,37691,industrial portfolio margin signal 428
EVT00429,2026-03-10,ENT021,ERP,stakeholder_request,Critical,Supply chain,metric_certification,33325,industrial portfolio margin signal 429
EVT00430,2026-03-11,ENT022,Support notes,refresh_delay,High,Product,qa_defect_rate,34429,industrial portfolio margin signal 430
EVT00431,2026-03-12,ENT023,ERP,automation_run,Low,Product,qa_defect_rate,24913,industrial portfolio margin signal 431
EVT00432,2026-03-13,ENT024,Sigma workbook,refresh_delay,Low,Quality,backlog_age,28735,industrial portfolio margin signal 432
EVT00433,2026-03-14,ENT001,ERP,stakeholder_request,Low,Sales,metric_certification,61083,industrial portfolio margin signal 433
EVT00434,2026-03-15,ENT002,Sigma workbook,qa_failure,Medium,Sales,automation_savings,53185,industrial portfolio margin signal 434
EVT00435,2026-03-16,ENT003,Notebook,qa_failure,High,Operations,metric_certification,32909,industrial portfolio margin signal 435
EVT00436,2026-03-17,ENT004,Sigma workbook,refresh_delay,Low,Product,qa_defect_rate,50554,industrial portfolio margin signal 436
EVT00437,2026-03-18,ENT005,CRM,release_review,Medium,Operations,automation_savings,19803,industrial portfolio margin signal 437
EVT00438,2026-03-19,ENT006,Data warehouse,refresh_delay,Medium,Supply chain,automation_savings,19826,industrial portfolio margin signal 438
EVT00439,2026-03-20,ENT007,Sigma workbook,definition_change,Low,Operations,metric_certification,53049,industrial portfolio margin signal 439
EVT00440,2026-03-21,ENT008,Sigma workbook,release_review,Low,Supply chain,automation_savings,61307,industrial portfolio margin signal 440
EVT00441,2026-03-22,ENT009,Notebook,definition_change,Medium,Product,backlog_age,23929,industrial portfolio margin signal 441
EVT00442,2026-03-23,ENT010,Support notes,automation_run,High,Analytics,launch_readiness,56491,industrial portfolio margin signal 442
EVT00443,2026-03-24,ENT011,Sigma workbook,stakeholder_request,Medium,Supply chain,metric_certification,37588,industrial portfolio margin signal 443
EVT00444,2026-03-25,ENT012,Support notes,manual_override,Critical,Sales,qa_defect_rate,35272,industrial portfolio margin signal 444
EVT00445,2026-03-26,ENT013,CRM,manual_override,High,Quality,gross_margin,41914,industrial portfolio margin signal 445
EVT00446,2026-03-27,ENT014,Sigma workbook,stakeholder_request,Medium,Supply chain,backlog_age,5542,industrial portfolio margin signal 446
EVT00447,2026-03-28,ENT015,Data warehouse,refresh_delay,Critical,Quality,metric_certification,55152,industrial portfolio margin signal 447
EVT00448,2026-03-29,ENT016,Sigma workbook,automation_run,Low,Product,metric_certification,18886,industrial portfolio margin signal 448
EVT00449,2026-03-30,ENT017,CRM,qa_failure,Critical,Analytics,gross_margin,38446,industrial portfolio margin signal 449
EVT00450,2026-03-31,ENT018,ERP,qa_failure,High,Quality,automation_savings,22081,industrial portfolio margin signal 450
EVT00451,2026-04-01,ENT019,ERP,automation_run,Critical,Product,metric_certification,24321,industrial portfolio margin signal 451
EVT00452,2026-04-02,ENT020,Notebook,refresh_delay,Critical,Quality,gross_margin,51223,industrial portfolio margin signal 452
EVT00453,2026-04-03,ENT021,Support notes,definition_change,Low,Sales,qa_defect_rate,12096,industrial portfolio margin signal 453
EVT00454,2026-04-04,ENT022,Sigma workbook,definition_change,Low,Supply chain,automation_savings,39291,industrial portfolio margin signal 454
EVT00455,2026-04-05,ENT023,Support notes,release_review,Critical,Sales,launch_readiness,24351,industrial portfolio margin signal 455
EVT00456,2026-04-06,ENT024,Support notes,release_review,Low,Product,backlog_age,10871,industrial portfolio margin signal 456
EVT00457,2026-04-07,ENT001,Sigma workbook,stakeholder_request,Low,Product,automation_savings,52327,industrial portfolio margin signal 457
EVT00458,2026-04-08,ENT002,CRM,stakeholder_request,High,Supply chain,backlog_age,27839,industrial portfolio margin signal 458
EVT00459,2026-04-09,ENT003,Data warehouse,qa_failure,High,Supply chain,automation_savings,5513,industrial portfolio margin signal 459
